ShowID,Type,Title,Country,ReleaseYear,DateAdded,Rating,Genre,DurationMinutes,Seasons
s627,Movie,Title_627,Spain,2018,2020-12-22,R,Action,71.0,
s237,Movie,Title_237,France,2011,2011-09-07,PG,Comedy,74.0,
s798,Movie,Title_798,Brazil,2019,2019-10-06,TV-14,Crime,112.0,
s504,Movie,Title_504,Canada,2008,2010-07-02,G,Kids,78.0,
s553,Movie,Title_553,India,2022,2024-05-01,TV-MA,Kids,121.0,
s763,TV Show,Title_763,Canada,2019,2021-02-16,TV-MA,Horror,,8.0
s314,Movie,Title_314,United States,2019,2020-08-09,TV-MA,Kids,174.0,
s543,Movie,Title_543,Mexico,2021,2021-07-07,TV-MA,Horror,162.0,
s709,TV Show,Title_709,Spain,2010,2010-07-17,TV-MA,Thriller,,2.0
s512,Movie,Title_512,Japan,2024,2024-08-15,TV-MA,Romance,62.0,
s768,TV Show,Title_768,India,2015,2015-08-19,TV-MA,Romance,,2.0
s486,TV Show,Title_486,India,2020,2021-06-10,TV-14,Sci-Fi,,7.0
s521,Movie,Title_521,Canada,2021,2022-10-13,PG,Crime,118.0,
s460,Movie,Title_460,Germany,2019,2020-05-14,TV-MA,Drama,100.0,
s666,TV Show,Title_666,Japan,2019,2021-08-18,PG,Drama,,3.0
s409,Movie,Title_409,United Kingdom,2021,2021-08-16,TV-MA,Horror,120.0,
s746,Movie,Title_746,United Kingdom,2020,2021-07-18,,Anime,163.0,
s583,Movie,Title_583,Australia,2013,2014-02-03,R,Horror,148.0,
s104,TV Show,Title_104,Spain,2023,2024-07-03,TV-MA,Drama,,1.0
s353,TV Show,Title_353,Australia,2024,2024-01-15,R,Drama,,4.0
s136,Movie,Title_136,Australia,2018,2019-11-09,TV-MA,Horror,70.0,
s701,Movie,Title_701,South Korea,2012,2013-03-25,TV-MA,Action,99.0,
s580,Movie,Title_580,Germany,2023,2024-02-25,R,Action,127.0,
s620,Movie,Title_620,United States,2021,2021-01-27,TV-PG,Drama,109.0,
s261,Movie,Title_261,France,2020,2020-02-24,TV-PG,Crime,72.0,
s128,Movie,Title_128,India,2023,2024-05-22,PG,Horror,62.0,
s398,Movie,Title_398,Germany,2017,2018-08-04,,Drama,88.0,
s450,Movie,Title_450,South Korea,2019,2019-04-14,TV-14,Romance,158.0,
s500,Movie,Title_500,Mexico,2018,2018-10-19,TV-MA,Thriller,168.0,
s793,Movie,Title_793,Mexico,2021,2021-08-26,TV-14,Drama,66.0,
s797,TV Show,Title_797,Germany,2024,2024-06-20,R,Action,,8.0
s187,TV Show,Title_187,Australia,2019,2020-04-20,TV-PG,Crime,,7.0
s623,Movie,Title_623,Brazil,2024,2024-05-21,TV-14,Anime,151.0,
s753,Movie,Title_753,Mexico,2023,2024-01-22,PG,Drama,78.0,
s624,Movie,Title_624,,2022,2022-07-16,TV-Y7,Romance,146.0,
s196,Movie,Title_196,United Kingdom,2024,2024-06-12,TV-14,Romance,78.0,
s444,TV Show,Title_444,Canada,2014,2014-04-16,TV-PG,Sci-Fi,,7.0
s678,Movie,Title_678,Mexico,2016,2017-09-07,TV-MA,Comedy,66.0,
s259,TV Show,Title_259,Japan,2023,2024-03-08,R,Documentary,,7.0
s120,Movie,Title_120,Japan,2024,2024-07-08,PG-13,Horror,162.0,
s530,Movie,Title_530,South Korea,2011,2011-12-27,TV-Y7,Crime,84.0,
s480,TV Show,Title_480,India,2022,2022-12-15,R,Anime,,8.0
s545,Movie,Title_545,Brazil,2022,2022-01-10,TV-MA,Sci-Fi,158.0,
s440,TV Show,Title_440,Japan,2019,2019-10-01,R,Kids,,3.0
s496,TV Show,Title_496,Canada,2022,2024-10-22,TV-14,Documentary,,1.0
s283,TV Show,Title_283,France,2023,2023-08-04,TV-MA,Documentary,,3.0
s191,Movie,Title_191,South Korea,2012,2014-12-02,TV-14,Anime,85.0,
s408,Movie,Title_408,South Korea,2021,2022-05-07,TV-14,Crime,146.0,
s501,Movie,Title_501,United Kingdom,2012,2012-01-26,TV-Y,Comedy,78.0,
s72,Movie,Title_72,India,2022,2022-01-08,TV-MA,Comedy,97.0,
s97,Movie,Title_97,United Kingdom,2023,2023-06-01,TV-MA,Crime,179.0,
s579,TV Show,Title_579,United States,2022,2024-04-22,PG-13,Action,,7.0
s222,Movie,Title_222,Brazil,2018,2019-02-10,PG,Documentary,179.0,
s622,Movie,Title_622,Japan,2018,2018-05-17,TV-14,Comedy,119.0,
s783,Movie,Title_783,France,2020,2020-06-07,R,Romance,91.0,
s48,Movie,Title_48,Japan,2023,2024-04-03,PG-13,Action,66.0,
s677,Movie,Title_677,Canada,2020,2020-05-08,TV-14,Thriller,133.0,
s204,TV Show,Title_204,Australia,2015,2017-11-10,PG,Anime,,7.0
s719,TV Show,Title_719,France,2021,2021-11-21,TV-14,Comedy,,4.0
s380,Movie,Title_380,Germany,2013,2014-06-13,PG,Horror,65.0,
s489,Movie,Title_489,Mexico,2022,2024-11-14,TV-14,Sci-Fi,95.0,
s594,Movie,Title_594,Brazil,2023,2024-03-03,TV-14,Comedy,104.0,
s466,TV Show,Title_466,Japan,2020,2020-07-10,TV-14,Comedy,,5.0
s280,TV Show,Title_280,Brazil,2024,2024-08-12,,Romance,,8.0
s4,Movie,Title_4,United Kingdom,2020,2020-07-15,TV-PG,Action,130.0,
s708,TV Show,Title_708,Canada,2023,2023-10-22,TV-MA,Comedy,,2.0
s607,Movie,Title_607,Canada,2023,2023-12-03,R,Comedy,115.0,
s412,TV Show,Title_412,South Korea,2023,2024-06-16,TV-14,Crime,,3.0
s135,Movie,Title_135,South Korea,2022,2022-05-23,TV-14,Comedy,174.0,
s16,Movie,Title_16,France,2018,2019-05-22,TV-14,Sci-Fi,159.0,
s69,TV Show,Title_69,India,2014,2015-08-08,TV-14,Drama,,6.0
s74,Movie,Title_74,Mexico,2019,2020-11-19,TV-14,Romance,167.0,
s45,Movie,Title_45,Japan,2024,2024-07-14,TV-14,Romance,162.0,
s290,TV Show,Title_290,Spain,2021,2022-06-07,TV-14,Sci-Fi,,1.0
s715,Movie,Title_715,Spain,2022,2023-03-06,TV-14,Horror,178.0,
s630,Movie,Title_630,Germany,2010,2012-11-22,TV-PG,Comedy,126.0,
s98,Movie,Title_98,Australia,2019,2019-02-18,PG,Horror,61.0,
s780,Movie,Title_780,South Korea,2021,2023-06-07,TV-MA,Documentary,70.0,
s250,TV Show,Title_250,Japan,2023,2023-02-12,TV-14,Horror,,4.0
s56,TV Show,Title_56,United Kingdom,2023,2023-04-09,R,Crime,,5.0
s110,Movie,Title_110,South Korea,2020,2021-09-21,TV-14,Anime,171.0,
s71,TV Show,Title_71,Canada,2016,2018-10-02,TV-PG,Kids,,3.0
s525,Movie,Title_525,Brazil,2020,2022-06-27,TV-MA,Kids,127.0,
s384,TV Show,Title_384,Canada,2022,2023-12-19,TV-MA,Horror,,6.0
s60,Movie,Title_60,United Kingdom,2023,2024-01-12,TV-14,Drama,60.0,
s372,Movie,Title_372,Germany,2022,2023-12-03,PG-13,Anime,162.0,
s741,TV Show,Title_741,Spain,2023,2024-09-20,R,Anime,,1.0
s190,Movie,Title_190,United Kingdom,2009,2010-10-08,R,Thriller,142.0,
s462,Movie,Title_462,Mexico,2024,2024-11-20,TV-MA,Romance,177.0,
s231,Movie,Title_231,France,2024,2024-06-08,TV-MA,Kids,135.0,
s766,Movie,Title_766,United States,2016,2017-06-15,PG,Anime,149.0,
s751,Movie,Title_751,Japan,2018,2019-09-05,TV-14,Crime,161.0,
s585,Movie,Title_585,France,2008,2009-07-02,TV-MA,Horror,139.0,
s5,Movie,Title_5,Australia,2016,2016-10-09,PG-13,Comedy,162.0,
s523,Movie,Title_523,India,2015,2016-10-17,PG,Thriller,84.0,
s101,Movie,Title_101,South Korea,2024,2024-04-03,TV-MA,Crime,90.0,
s228,Movie,Title_228,France,2019,2021-11-06,TV-MA,Comedy,106.0,
s38,Movie,Title_38,Brazil,2023,2024-11-22,R,Anime,61.0,
s73,Movie,Title_73,,2020,2021-05-08,TV-MA,Anime,68.0,
s139,Movie,Title_139,United Kingdom,2015,2017-09-27,TV-14,Anime,74.0,
s641,TV Show,Title_641,Brazil,2023,2024-05-08,G,Anime,,5.0
s44,TV Show,Title_44,Japan,2020,2021-02-01,TV-MA,Anime,,2.0
s370,Movie,Title_370,South Korea,2016,2018-11-19,TV-Y,Crime,164.0,
s130,TV Show,Title_130,France,2013,2013-11-09,TV-Y,Sci-Fi,,6.0
s401,Movie,Title_401,United Kingdom,2023,2024-12-21,TV-14,Crime,71.0,
s155,TV Show,Title_155,Australia,2020,2021-03-11,TV-PG,Crime,,6.0
s277,TV Show,Title_277,Spain,2020,2021-04-10,TV-MA,Documentary,,3.0
s729,Movie,Title_729,United Kingdom,2018,2019-12-22,TV-MA,Comedy,78.0,
s214,Movie,Title_214,Australia,2015,2016-12-21,PG-13,Comedy,100.0,
s595,Movie,Title_595,India,2015,2017-05-22,PG-13,Kids,114.0,
s772,TV Show,Title_772,Mexico,2023,2023-03-13,R,Anime,,5.0
s252,Movie,Title_252,Japan,2023,2023-11-12,TV-MA,Comedy,151.0,
s239,TV Show,Title_239,Brazil,2022,2024-11-02,PG,Comedy,,3.0
s255,TV Show,Title_255,India,2021,2023-12-12,TV-14,Comedy,,1.0
s794,Movie,Title_794,,2017,2017-08-06,R,Sci-Fi,136.0,
s319,TV Show,Title_319,United States,2024,2024-04-25,TV-14,Drama,,4.0
s267,TV Show,Title_267,Australia,2022,2023-05-03,TV-14,Comedy,,3.0
s533,TV Show,Title_533,Mexico,2012,2014-02-10,TV-MA,Kids,,8.0
s679,Movie,Title_679,Canada,2015,2016-09-16,R,Documentary,178.0,
s96,TV Show,Title_96,United Kingdom,2019,2021-09-14,TV-PG,Romance,,6.0
s718,TV Show,Title_718,Mexico,2023,2024-04-20,R,Action,,1.0
s764,Movie,Title_764,South Korea,2023,2024-03-07,TV-14,Action,174.0,
s616,Movie,Title_616,France,2015,2017-01-20,TV-MA,Sci-Fi,148.0,
s68,Movie,Title_68,,2023,2024-12-15,TV-MA,Drama,74.0,
s279,Movie,Title_279,Mexico,2010,2010-11-09,,Anime,167.0,
s310,Movie,Title_310,United States,2018,2018-11-08,TV-MA,Drama,175.0,
s70,Movie,Title_70,Japan,2020,2022-02-06,TV-PG,Horror,174.0,
s345,Movie,Title_345,Canada,2022,2022-07-07,TV-14,Drama,69.0,
s102,TV Show,Title_102,Spain,2024,2024-08-24,PG-13,Anime,,5.0
s154,Movie,Title_154,United States,2024,2024-01-21,TV-PG,Documentary,126.0,
s12,Movie,Title_12,Australia,2022,2022-08-20,R,Thriller,115.0,
s332,Movie,Title_332,Mexico,2019,2020-09-21,TV-MA,Comedy,76.0,
s53,Movie,Title_53,South Korea,2021,2021-04-09,TV-Y,Anime,163.0,
s240,TV Show,Title_240,Spain,2022,2024-11-03,TV-14,Documentary,,7.0
s527,Movie,Title_527,Mexico,2024,2024-01-21,TV-14,Kids,132.0,
s291,Movie,Title_291,India,2017,2018-09-21,TV-14,Sci-Fi,125.0,
s167,TV Show,Title_167,India,2020,2021-12-17,TV-14,Drama,,8.0
s223,Movie,Title_223,Japan,2017,2017-11-02,PG-13,Romance,101.0,
s365,TV Show,Title_365,Brazil,2022,2024-05-03,TV-PG,Comedy,,2.0
s581,Movie,Title_581,Australia,2023,2023-07-07,TV-14,Drama,133.0,
s296,TV Show,Title_296,France,2020,2020-05-19,PG-13,Action,,5.0
s738,Movie,Title_738,Brazil,2024,2024-03-13,PG,Romance,100.0,
s88,Movie,Title_88,Canada,2021,2021-11-04,TV-14,Drama,171.0,
s415,TV Show,Title_415,United States,2024,2024-06-02,PG-13,Crime,,2.0
s50,Movie,Title_50,Mexico,2024,2024-08-19,PG,Comedy,83.0,
s649,Movie,Title_649,Spain,2021,2022-03-15,G,Documentary,64.0,
s425,Movie,Title_425,Spain,2020,2022-03-08,PG-13,Anime,125.0,
s606,Movie,Title_606,South Korea,2018,2020-08-04,PG,Crime,157.0,
s497,TV Show,Title_497,Australia,2022,2023-08-22,TV-14,Comedy,,4.0
s634,Movie,Title_634,Spain,2024,2024-02-21,TV-14,Kids,177.0,
s212,Movie,Title_212,India,2023,2024-10-10,TV-MA,Kids,74.0,
s25,Movie,Title_25,India,2024,2024-11-06,TV-14,Horror,98.0,
s519,Movie,Title_519,Canada,2023,2024-02-14,TV-MA,Romance,69.0,
s536,Movie,Title_536,United States,2024,2024-11-12,TV-14,Anime,119.0,
s688,Movie,Title_688,Mexico,2019,2019-06-10,TV-MA,Comedy,72.0,
s226,Movie,Title_226,United Kingdom,2022,2023-11-03,R,Comedy,144.0,
s508,TV Show,Title_508,Brazil,2020,2021-09-12,TV-MA,Drama,,4.0
s755,Movie,Title_755,United States,2020,2020-07-16,R,Documentary,167.0,
s779,Movie,Title_779,Germany,2017,2017-09-12,TV-PG,Comedy,165.0,
s702,Movie,Title_702,India,2021,2023-02-26,PG,Thriller,132.0,
s14,TV Show,Title_14,Japan,2020,2020-09-11,PG-13,Drama,,7.0
s256,Movie,Title_256,India,2016,2017-03-11,TV-14,Kids,131.0,
s744,TV Show,Title_744,Mexico,2015,2015-05-18,TV-14,Kids,,7.0
s728,TV Show,Title_728,Australia,2021,2022-11-12,R,Sci-Fi,,5.0
s198,Movie,Title_198,Australia,2021,2022-07-14,PG,Thriller,79.0,
s468,Movie,Title_468,Spain,2021,2021-03-13,PG-13,Comedy,165.0,
s324,TV Show,Title_324,India,2019,2019-12-15,R,Sci-Fi,,5.0
s592,Movie,Title_592,United States,2019,2020-01-22,R,Horror,126.0,
s334,Movie,Title_334,Mexico,2012,2012-09-16,TV-PG,Comedy,135.0,
s18,Movie,Title_18,Brazil,2010,2011-02-11,,Comedy,80.0,
s336,Movie,Title_336,South Korea,2009,2011-06-03,TV-MA,Drama,105.0,
s165,Movie,Title_165,Spain,2015,2016-12-09,TV-PG,Sci-Fi,87.0,
s644,Movie,Title_644,Mexico,2015,2016-12-01,TV-MA,Comedy,157.0,
s390,Movie,Title_390,Spain,2022,2024-08-19,TV-MA,Action,175.0,
s693,TV Show,Title_693,Japan,2009,2009-04-12,TV-MA,Crime,,6.0
s248,Movie,Title_248,United States,2021,2023-03-22,TV-PG,Kids,101.0,
s244,TV Show,Title_244,India,2009,2010-03-11,PG-13,Romance,,4.0
s578,Movie,Title_578,Canada,2023,2024-07-21,TV-PG,Documentary,169.0,
s754,Movie,Title_754,France,2022,2022-03-17,TV-Y7,Action,167.0,
s748,Movie,Title_748,Mexico,2024,2024-01-16,TV-PG,Kids,109.0,
s735,Movie,Title_735,India,2019,2021-01-11,TV-14,Romance,155.0,
s37,Movie,Title_37,India,2021,2023-01-26,TV-MA,Crime,82.0,
s115,Movie,Title_115,,2024,2024-05-04,TV-14,Horror,76.0,
s683,Movie,Title_683,France,2024,2024-08-01,PG,Drama,128.0,
s636,Movie,Title_636,Brazil,2020,2021-07-15,TV-MA,Crime,62.0,
s178,Movie,Title_178,Japan,2019,2020-05-27,PG,Thriller,74.0,
s446,Movie,Title_446,France,2016,2016-04-02,TV-MA,Action,179.0,
s786,TV Show,Title_786,Brazil,2024,2024-08-13,TV-MA,Anime,,4.0
s202,Movie,Title_202,Australia,2022,2022-12-19,TV-Y7,Anime,171.0,
s471,Movie,Title_471,United Kingdom,2018,2020-09-21,PG-13,Drama,103.0,
s664,Movie,Title_664,United Kingdom,2024,2024-07-12,TV-14,Kids,149.0,
s378,TV Show,Title_378,Mexico,2023,2024-09-16,PG,Comedy,,6.0
s232,TV Show,Title_232,France,2020,2020-03-06,TV-MA,Sci-Fi,,5.0
s326,Movie,Title_326,Japan,2022,2022-07-06,PG,Drama,66.0,
s716,Movie,Title_716,Germany,2021,2022-02-18,PG,Thriller,156.0,
s658,TV Show,Title_658,Australia,2023,2024-02-17,R,Crime,,2.0
s645,TV Show,Title_645,Brazil,2018,2019-01-01,R,Documentary,,4.0
s105,Movie,Title_105,Brazil,2024,2024-03-09,TV-Y,Kids,133.0,
s730,Movie,Title_730,Canada,2019,2021-02-17,TV-14,Sci-Fi,160.0,
s180,TV Show,Title_180,France,2024,2024-04-16,G,Action,,8.0
s46,Movie,Title_46,Germany,2017,2019-11-20,PG-13,Crime,147.0,
s203,Movie,Title_203,United States,2022,2023-12-19,TV-MA,Thriller,93.0,
s157,Movie,Title_157,Japan,2022,2024-01-05,TV-PG,Kids,105.0,
s258,Movie,Title_258,Australia,2022,2023-04-23,TV-MA,Sci-Fi,122.0,
s602,TV Show,Title_602,Japan,2021,2022-06-07,PG,Sci-Fi,,2.0
s577,Movie,Title_577,United States,2020,2021-10-24,TV-PG,Comedy,137.0,
s439,TV Show,Title_439,United States,2021,2022-06-22,TV-PG,Sci-Fi,,7.0
s454,Movie,Title_454,Canada,2009,2011-01-25,TV-MA,Kids,62.0,
s260,Movie,Title_260,Canada,2013,2015-06-13,TV-PG,Action,145.0,
s156,TV Show,Title_156,Australia,2019,2021-10-02,TV-MA,Romance,,3.0
s566,TV Show,Title_566,Australia,2019,2019-10-06,R,Kids,,7.0
s100,Movie,Title_100,Japan,2018,2019-08-21,TV-MA,Action,152.0,
s689,TV Show,Title_689,Japan,2022,2023-06-21,R,Kids,,2.0
s482,Movie,Title_482,Japan,2016,2018-04-20,TV-MA,Thriller,169.0,
s169,Movie,Title_169,Australia,2021,2021-04-03,TV-MA,Romance,130.0,
s173,Movie,Title_173,Brazil,2022,2023-11-12,TV-PG,Anime,131.0,
s733,Movie,Title_733,United Kingdom,2013,2013-02-20,PG,Action,160.0,
s572,Movie,Title_572,Australia,2023,2023-09-10,TV-Y,Thriller,131.0,
s407,Movie,Title_407,France,2019,2021-01-02,TV-14,Documentary,147.0,
s258,Movie,Title_258,Australia,2022,2023-04-23,TV-MA,Sci-Fi,122.0,
s648,Movie,Title_648,Germany,2024,2024-02-11,TV-14,Comedy,107.0,
s338,TV Show,Title_338,United Kingdom,2024,2024-03-25,PG-13,Action,,2.0
s317,Movie,Title_317,Japan,2016,2017-09-12,TV-14,Comedy,178.0,
s774,Movie,Title_774,Australia,2019,2021-04-01,TV-MA,Comedy,178.0,
s799,Movie,Title_799,Canada,2016,2017-12-06,R,Anime,60.0,
s515,Movie,Title_515,Germany,2021,2023-03-03,TV-14,Kids,65.0,
s111,Movie,Title_111,France,2023,2023-03-04,TV-PG,Documentary,158.0,
s727,Movie,Title_727,Canada,2009,2009-10-22,TV-MA,Kids,133.0,
s672,Movie,Title_672,United Kingdom,2018,2019-05-06,PG,Anime,84.0,
s782,Movie,Title_782,Spain,2020,2022-01-13,TV-MA,Horror,158.0,
s138,Movie,Title_138,Germany,2018,2019-05-22,TV-14,Romance,91.0,
s357,Movie,Title_357,South Korea,2020,2020-11-16,PG,Comedy,78.0,
s188,TV Show,Title_188,France,2024,2024-04-09,TV-MA,Drama,,7.0
s565,Movie,Title_565,India,2009,2009-03-16,R,Drama,173.0,
s657,Movie,Title_657,Germany,2011,2013-02-16,TV-14,Horror,149.0,
s89,TV Show,Title_89,Canada,2013,2014-11-07,PG-13,Romance,,7.0
s485,Movie,Title_485,South Korea,2019,2021-12-03,TV-PG,Anime,125.0,
s35,Movie,Title_35,United Kingdom,2008,2010-04-24,TV-MA,Thriller,125.0,
s796,Movie,Title_796,United States,2023,2023-08-24,TV-MA,Kids,88.0,
s302,TV Show,Title_302,Spain,2020,2022-06-04,PG-13,Drama,,1.0
s292,TV Show,Title_292,South Korea,2010,2011-11-08,TV-Y,Thriller,,6.0
s95,Movie,Title_95,Germany,2019,2021-03-13,TV-Y7,Romance,109.0,
s387,Movie,Title_387,France,2020,2020-09-22,TV-MA,Action,94.0,
s30,Movie,Title_30,United Kingdom,2021,2021-03-18,G,Anime,170.0,
s133,TV Show,Title_133,France,2018,2020-05-02,TV-14,Comedy,,8.0
s514,Movie,Title_514,Mexico,2017,2018-05-14,TV-MA,Sci-Fi,114.0,
s114,Movie,Title_114,Canada,2024,2024-01-22,TV-14,Anime,70.0,
s243,Movie,Title_243,United Kingdom,2018,2018-11-15,TV-14,Drama,74.0,
s656,TV Show,Title_656,Brazil,2008,2008-05-06,TV-MA,Comedy,,5.0
s242,Movie,Title_242,Japan,2021,2022-10-23,TV-Y,Anime,117.0,
s269,Movie,Title_269,Australia,2016,2018-11-01,PG-13,Crime,110.0,
s406,Movie,Title_406,United States,2023,2023-09-16,PG,Crime,69.0,
s613,Movie,Title_613,Brazil,2020,2020-01-17,TV-MA,Crime,65.0,
s490,Movie,Title_490,Australia,2016,2017-06-27,R,Sci-Fi,118.0,
s22,Movie,Title_22,United Kingdom,2022,2023-01-13,R,Action,95.0,
s238,Movie,Title_238,Brazil,2022,2024-09-04,TV-MA,Sci-Fi,104.0,
s63,TV Show,Title_63,Canada,2020,2020-03-01,PG-13,Kids,,6.0
s27,Movie,Title_27,Mexico,2015,2017-12-11,TV-Y7,Horror,85.0,
s389,Movie,Title_389,Spain,2019,2020-05-09,TV-MA,Drama,155.0,
s78,Movie,Title_78,Mexico,2021,2023-01-18,R,Crime,166.0,
s140,Movie,Title_140,United Kingdom,2021,2022-01-19,PG,Horror,157.0,
s230,Movie,Title_230,France,2016,2017-05-25,PG,Comedy,138.0,
s386,TV Show,Title_386,France,2021,2022-07-19,TV-PG,Documentary,,2.0
s759,Movie,Title_759,Brazil,2016,2017-07-24,PG-13,Kids,92.0,
s706,Movie,Title_706,United States,2019,2020-01-27,TV-PG,Romance,97.0,
s24,Movie,Title_24,Germany,2015,2016-06-07,TV-14,Crime,60.0,
s426,Movie,Title_426,India,2015,2015-11-01,PG-13,Drama,110.0,
s172,Movie,Title_172,United States,2016,2018-06-24,TV-Y,Horror,81.0,
s263,Movie,Title_263,Japan,2016,2017-09-18,TV-14,Thriller,160.0,
s790,TV Show,Title_790,United Kingdom,2021,2021-07-23,TV-MA,Thriller,,3.0
s344,TV Show,Title_344,Brazil,2010,2012-04-21,TV-MA,Action,,2.0
s337,Movie,Title_337,Brazil,2016,2016-01-12,TV-14,Kids,89.0,
s43,Movie,Title_43,United Kingdom,2015,2016-02-01,TV-MA,Comedy,174.0,
s213,Movie,Title_213,Brazil,2021,2022-02-13,TV-MA,Action,92.0,
s795,Movie,Title_795,Brazil,2010,2012-09-22,PG-13,Thriller,152.0,
s661,Movie,Title_661,United States,2024,2024-08-19,PG-13,Kids,75.0,
s300,TV Show,Title_300,Germany,2022,2022-03-15,,Action,,3.0
s143,TV Show,Title_143,United States,2019,2021-03-27,,Documentary,,1.0
s400,Movie,Title_400,Canada,2022,2022-01-18,R,Horror,154.0,
s39,Movie,Title_39,France,2021,2022-02-25,TV-PG,Drama,117.0,
s340,Movie,Title_340,France,2015,2015-08-13,PG-13,Drama,130.0,
s83,Movie,Title_83,United Kingdom,2024,2024-12-09,PG-13,Thriller,177.0,
s800,TV Show,Title_800,Canada,2019,2020-12-19,PG,Sci-Fi,,4.0
s360,Movie,Title_360,India,2020,2021-10-19,TV-14,Kids,85.0,
s262,Movie,Title_262,Germany,2012,2014-09-25,PG-13,Sci-Fi,151.0,
s498,Movie,Title_498,South Korea,2010,2012-07-06,R,Documentary,64.0,
s129,Movie,Title_129,Germany,2020,2021-05-20,TV-MA,Crime,91.0,
s87,Movie,Title_87,Spain,2021,2022-07-08,R,Kids,122.0,
s278,TV Show,Title_278,Japan,2017,2017-07-07,TV-14,Comedy,,3.0
s417,Movie,Title_417,Canada,2024,2024-06-08,TV-14,Kids,93.0,
s217,TV Show,Title_217,Germany,2018,2019-10-27,TV-Y,Horror,,4.0
s570,Movie,Title_570,Brazil,2015,2016-02-04,PG-13,Sci-Fi,60.0,
s199,Movie,Title_199,Germany,2021,2021-01-14,PG-13,Drama,126.0,
s322,TV Show,Title_322,Brazil,2018,2020-12-23,TV-Y,Action,,1.0
s418,TV Show,Title_418,United Kingdom,2024,2024-07-15,TV-Y,Kids,,2.0
s598,Movie,Title_598,Germany,2016,2016-01-06,TV-MA,Anime,129.0,
s589,Movie,Title_589,Canada,2020,2022-05-12,TV-MA,Kids,135.0,
s552,Movie,Title_552,South Korea,2009,2009-08-19,TV-PG,Thriller,65.0,
s483,Movie,Title_483,South Korea,2024,2024-08-17,TV-PG,Comedy,140.0,
s436,Movie,Title_436,Mexico,2024,2024-06-17,TV-MA,Romance,87.0,
s210,TV Show,Title_210,Canada,2019,2021-07-01,TV-PG,Action,,4.0
s449,Movie,Title_449,Japan,2009,2010-10-05,,Action,107.0,
s481,Movie,Title_481,Germany,2017,2018-12-03,TV-PG,Crime,96.0,
s724,Movie,Title_724,Mexico,2023,2023-08-25,TV-MA,Kids,78.0,
s773,Movie,Title_773,Mexico,2016,2017-02-08,TV-Y,Thriller,146.0,
s276,Movie,Title_276,United States,2015,2017-09-16,R,Romance,81.0,
s458,Movie,Title_458,India,2008,2010-08-02,TV-14,Crime,62.0,
s397,Movie,Title_397,France,2024,2024-06-26,TV-MA,Romance,98.0,
s179,TV Show,Title_179,Japan,2010,2012-11-15,TV-Y7,Comedy,,5.0
s461,Movie,Title_461,Germany,2024,2024-12-17,TV-14,Crime,131.0,
s475,Movie,Title_475,South Korea,2024,2024-01-01,TV-Y7,Action,101.0,
s732,TV Show,Title_732,United States,2019,2020-11-27,TV-MA,Thriller,,7.0
s725,Movie,Title_725,Spain,2021,2023-09-16,TV-MA,Action,113.0,
s286,Movie,Title_286,,2014,2014-09-19,TV-14,Documentary,171.0,
s379,Movie,Title_379,South Korea,2023,2023-12-04,R,Sci-Fi,98.0,
s614,Movie,Title_614,United States,2023,2023-04-12,TV-MA,Romance,95.0,
s363,Movie,Title_363,Mexico,2024,2024-07-16,TV-MA,Comedy,131.0,
s681,Movie,Title_681,Canada,2024,2024-03-07,TV-14,Romance,117.0,
s695,Movie,Title_695,Mexico,2019,2021-02-10,TV-MA,Romance,63.0,
s173,Movie,Title_173,Brazil,2022,2023-11-12,TV-PG,Anime,131.0,
s767,Movie,Title_767,Canada,2013,2014-05-06,TV-MA,Horror,162.0,
s118,Movie,Title_118,France,2019,2021-11-26,TV-MA,Thriller,71.0,
s122,Movie,Title_122,Canada,2023,2024-06-10,TV-MA,Thriller,76.0,
s215,Movie,Title_215,South Korea,2022,2022-08-23,TV-PG,Comedy,96.0,
s453,TV Show,Title_453,Australia,2018,2019-03-04,TV-MA,Romance,,4.0
s448,Movie,Title_448,Brazil,2024,2024-09-24,TV-MA,Comedy,161.0,
s325,TV Show,Title_325,India,2023,2024-07-27,TV-MA,Crime,,7.0
s253,Movie,Title_253,Mexico,2023,2024-04-03,TV-MA,Romance,70.0,
s433,TV Show,Title_433,Canada,2023,2024-01-24,PG,Drama,,1.0
s404,Movie,Title_404,Australia,2020,2021-04-22,PG,Documentary,98.0,
s327,TV Show,Title_327,South Korea,2015,2016-08-04,PG-13,Crime,,4.0
s358,Movie,Title_358,India,2021,2022-07-09,TV-Y,Drama,107.0,
s272,Movie,Title_272,Australia,2009,2009-11-12,PG-13,Documentary,87.0,
s435,Movie,Title_435,Australia,2022,2024-05-09,TV-14,Drama,174.0,
s637,Movie,Title_637,United Kingdom,2023,2024-09-22,TV-MA,Comedy,94.0,
s625,Movie,Title_625,Mexico,2020,2021-10-15,TV-Y7,Kids,73.0,
s11,TV Show,Title_11,Brazil,2009,2011-12-06,TV-MA,Action,,1.0
s55,Movie,Title_55,Brazil,2021,2022-07-18,PG-13,Romance,62.0,
s769,TV Show,Title_769,South Korea,2019,2021-04-11,TV-14,Comedy,,1.0
s750,Movie,Title_750,France,2019,2021-11-06,TV-PG,Drama,126.0,
s542,TV Show,Title_542,Australia,2020,2020-03-15,PG,Drama,,4.0
s141,Movie,Title_141,Germany,2015,2016-05-01,G,Kids,164.0,
s771,Movie,Title_771,Mexico,2014,2015-01-26,TV-MA,Action,176.0,
